######################################################################
## Molczan data                                 updated: 2005-08-10 ##
## ---------------------------------------------------------------- ##
## Format:                                                          ##
##   1     7    12   17   22   27                                   ##
##   NNNNN llll wwww dddd mmmm S rrrr                               ##
##                                                                  ##
## NNNNN - NORAD number of satellite                                ##
##  llll - length (m)                                               ##
##  wwww - width (m)                                                ##
##  dddd - depth (m) *                                              ##
##  mmmm - standard magnitude (range: 1000km, illumination: 50%)    ##
##     S - standard magnitude source flag:                          ##
##           v - mean value derived from from obs.                  ##
##           d - derived from its dimensions                        ##
##  rrrr - RCS value                                                ##
##                                                                  ##
## * When width and depth are zero then the object is a sphere,     ##
##   R=llll. When depth is zero then the object is a cylinder,      ##
##   R=wwww.                                                        ##
######################################################################
10358  2.0  2.0  0.0  5.9 d  4.4
10461  6.0  2.4  0.0  5.5 v   10
10490  6.0  1.4  0.0  5.8 d   13
10492  6.0  2.4  0.0  5.5 v  8.1
10502  0.3  0.9  0.9  8.0 d    2
10513  6.0  2.4  0.0  5.5 v  7.8
10514  5.0  1.5  0.0  5.3 v  7.5
10515  2.8  2.6  0.0  5.1 v  7.4
10517  6.4  2.0  0.0  5.8 d   12
10520  2.0  1.0  0.0  6.3 v  2.9
10521  6.0  2.4  0.0  5.5 v  7.8
10529  0.3  0.9  0.9  8.0 d    1
10531  3.0  0.0  0.0  6.0 d  5.8
10537  6.0  2.4  0.0  5.5 v  7.9
10539  2.0  2.0  0.0  6.7 d  3.9
10541  2.6  2.2  0.0  5.5 v  6.2
10544  0.3  0.9  0.9  8.0 d    1
10582  2.8  2.6  0.0  5.1 v  7.5
10591  6.0  2.4  0.0  5.5 v  9.0
10594  0.3  0.9  0.9  8.0 d    1
10600  6.0  2.4  0.0  5.5 v  7.2
10637  4.3  1.3  0.0  6.0 d  7.6
10674  1.7  1.6  0.0  7.1 d  1.5
10675  0.8  0.9  0.0  8.4 d  1.7
10676  2.0  1.0  0.0  6.3 v  3.3
10677  6.0  2.4  0.0  5.5 v  8.8
10693  6.0  2.4  0.0  5.5 v  6.6
10702  3.0  1.5  0.0  6.9 d  4.8
10704  3.0  2.0  0.0  5.6 d  8.7
10732  6.0  2.4  0.0  5.5 v  9.4
10745  6.0  2.4  0.0  5.5 v  6.7
10777  6.0  2.4  0.0  5.5 v  7.1
10778  4.0  2.0  0.0  6.0 d   12
10793  6.0  1.4  0.0  5.8 d   14
10820  6.4  1.7  0.0  6.5 v  6.5
10856  6.4  2.0  0.0  5.8 d   13
10861  2.8  2.6  0.0  5.1 v  8.1
10918  6.0  2.4  0.0  5.5 v  9.2
10938  6.0  2.4  0.0  5.5 v   10
10954  6.0  1.4  0.0  5.5 d   12
10961  2.0  1.0  0.0  6.3 v  5.2
10962  6.0  2.4  0.0  5.5 v  8.4
10967 21.0  1.5  0.0  3.9 v   22
10973  6.0  2.0  0.0  5.2 v   11
10974  2.6  2.2  0.0  5.5 v  6.0
10992  6.0  2.4  0.0  5.5 v  7.6
11051  6.0  2.4  0.0  5.5 v  9.1
11057  4.0  2.0  0.0  5.5 d   14
11060  3.7  1.9  0.0  6.1 v  5.6
11080  3.0  2.0  0.0  6.4 d  5.4
11081  6.0  1.4  0.0  5.8 d   14
11084  3.0  0.0  0.0  6.0 d  6.6
11087  2.6  2.2  0.0  5.5 d  6.6
11111  2.0  1.0  0.0  6.3 v  2.8
11112  6.0  2.4  0.0  5.5 v  8.3
11136  6.0  2.4  0.0  5.5 v   10
11165  5.0  1.5  0.0  6.4 d  9.5
11166  2.8  2.6  0.0  5.1 v  8.8
11170  6.0  2.4  0.0  5.5 v   11
11239  6.0  2.4  0.0  5.5 v  6.3
11251  5.0  1.5  0.0  5.8 v  8.1
11267  2.6  2.2  0.0  5.5 v  6.5
11288  5.0  1.5  0.0  5.3 v  6.8
11289  2.8  2.6  0.0  5.1 v  9.0
11304  6.0  2.4  0.0  5.5 v  8.4
11309  6.0  2.4  0.0  5.5 v  8.6
11321  6.0  2.4  0.0  5.5 v  8.0
11327  6.0  2.4  0.0  5.5 v  8.6
11332  2.8  2.6  0.0  5.1 v  9.5
11379  6.0  2.4  0.0  5.5 v  6.5
11389  6.4  1.7  0.0  6.5 v    7
11416  3.7  1.9  0.0  6.1 v  6.5
11425  2.0  1.0  0.0  6.3 v  3.2
11427  6.0  2.4  0.0  5.5 v  7.1
11510  2.0  1.0  0.0  6.3 v  3.0
11511  6.0  2.4  0.0  5.5 v  7.7
11546  6.0  2.4  0.0  5.5 v  9.1
11573  2.0  1.0  0.0  6.3 v  3.1
11574  6.0  2.4  0.0  5.5 v  8.7
11586  6.0  2.4  0.0  5.5 v  9.1
11601  2.8  2.6  0.0  5.1 v  9.4
11605  5.0  1.5  0.0  5.3 v  8.7
11608  2.8  2.6  0.0  5.1 v   10
11636  6.0  1.4  0.0  5.5 d   15
11668  6.0  2.4  0.0  5.5 v   10
11669  3.0  2.0  0.0  6.0 d    6
11671  3.0  1.1  0.0  5.5 v   14
11672  2.6  2.2  0.0  5.5 v  6.3
11681  6.0  2.4  0.0  5.5 v  8.5
11683  2.8  2.6  0.0  5.1 v   13
11699  6.0  2.4  0.0  5.5 v  9.4
11720  0.3  0.9  0.9  8.0 d    2
11731  0.3  0.9  0.9  8.0 d    1
11732  0.3  0.9  0.9  8.0 d    1
11736  6.0  2.4  0.0  5.5 v  7.3
11745  0.3  0.9  0.9  8.0 d    1
11751  6.0  2.4  0.0  5.5 v  6.9
11765  2.0  0.0  0.0  6.8 d  6.0
11788  2.0  2.0  0.0  5.6 d  4.0
11804  6.0  2.4  0.0  5.5 v  7.3
11822  2.8  2.6  0.0  5.1 v  7.8
11841  3.0  0.0  0.0  6.0 d  3.2
11849  2.8  2.6  0.0  5.1 v  8.6
11852  0.8  0.5  0.0  9.0 d  2.0
11869  2.0  1.0  0.0  6.3 v  3.1
11870  6.0  2.4  0.0  5.5 v  8.8
11883  6.0  2.4  0.0  5.5 v  9.4
11933  2.8  2.6  0.0  5.1 v  7.2
11962  5.0  1.5  0.0  5.3 v  8.1
11963  2.8  2.6  0.0  5.1 v  7.8
12054  6.0  0.0  0.0  4.9 v   17
12069  8.6  3.0  0.0  5.0 d   21
12071  5.0  1.5  0.0  5.4 v   14
12072  2.8  2.6  0.0  5.1 v  8.8
12088  6.0  2.4  0.0  5.5 v  9.1
12089  4.0  2.0  0.0  6.0 d   11
12092  6.0  2.4  0.0  5.5 v  7.1
12115  6.0  2.4  0.0  5.5 v   10
12138  1.8  1.5  0.0  7.2 d  3.2
12139  6.0  2.4  0.0  5.5 v   11
12150  6.0  2.4  0.0  5.5 v  8.2
12154  5.0  1.5  0.0  5.4 v   14
12155  2.8  2.6  0.0  5.1 v  7.4
12156  4.0  2.0  0.0  5.5 d   17
12298  6.0  2.4  0.0  5.5 v  8.7
12319  2.0  2.0  0.0  5.6 d  5.8
12328  6.0  2.4  0.0  5.5 v   10
12363  8.6  3.0  0.0  5.0 d   22
12388  1.8  1.5  0.0  7.2 d  3.3
12389  6.0  2.4  0.0  5.5 v   10
12409  2.0  2.0  0.0  5.9 d  4.2
12442  2.0  1.0  0.0  6.3 v  3.1
12443  6.0  2.4  0.0  5.5 v  7.1
12445  8.6  3.0  0.0  5.0 d   19
12456  5.0  1.5  0.0  5.3 v  8.7
12457  2.8  2.6  0.0  5.1 v  8.6
12464  5.0  1.5  0.0  5.4 v   12
12465  2.8  2.6  0.0  5.1 v  6.9
12474  4.0  2.0  0.0  6.0 d  4.3
12497  8.6  3.0  0.0  5.0 d   23
12508  6.0  2.4  0.0  5.5 d  7.3
12532  3.4  0.0  0.0  5.7 d  7.8
12545  2.0  1.0  0.0  6.5 d   10
12553  3.7  1.9  0.0  6.1 v  4.1
12585  5.0  1.5  0.0  5.8 v  7.7
12586  2.8  2.6  0.0  5.1 v   11
12618  4.0  2.0  0.0  5.5 d    8
12644  6.0  2.4  0.0  5.5 v  7.6
12645  3.0  0.0  0.0  6.0 d  8.0
12646  2.8  2.6  0.0  5.1 v  8.3
12655  2.8  0.0  0.0  6.1 d  6.0
12682  6.0  2.4  0.0  5.5 v  8.8
12783  2.0  2.0  0.0  5.6 d  4.0
12785  6.0  2.0  0.0  5.2 v  8.5
12786  2.6  2.2  0.0  5.5 v  5.2
